dia,hora,conteo_in,conteo_out
Lunes,07:00,41,30
Lunes,07:05,43,29
Lunes,07:10,44,32
Lunes,07:15,46,33
Lunes,07:20,70,44
Lunes,07:25,73,41
Lunes,07:30,85,58
Lunes,07:35,85,54
Lunes,07:40,90,49
Lunes,07:45,91,46
Lunes,07:50,90,75
Lunes,07:55,92,80
Lunes,08:00,112,74
Lunes,08:05,112,77
Lunes,08:10,94,82
Lunes,08:15,91,79
Lunes,08:20,100,71
Lunes,08:25,100,71
Lunes,08:30,96,54
Lunes,08:35,95,52
Lunes,08:40,103,74
Lunes,08:45,101,71
Lunes,08:50,84,71
Lunes,08:55,87,72
Lunes,09:00,90,74
Lunes,09:05,85,72
Lunes,09:10,96,57
Lunes,09:15,92,57
Lunes,09:20,93,57
Lunes,09:25,99,58
Lunes,09:30,81,53
Lunes,09:35,84,56
Lunes,09:40,81,59
Lunes,09:45,87,56
Lunes,09:50,58,43
Lunes,09:55,55,45
Lunes,10:00,49,34
Lunes,10:05,50,27
Lunes,10:10,57,35
Lunes,10:15,48,33
Lunes,10:20,55,38
Lunes,10:25,52,44
Lunes,10:30,63,41
Lunes,10:35,60,40
Lunes,10:40,57,40
Lunes,10:45,54,40
Lunes,10:50,41,26
Lunes,10:55,41,25
Lunes,11:00,51,29
Lunes,11:05,52,31
Lunes,11:10,66,41
Lunes,11:15,62,46
Lunes,11:20,64,56
Lunes,11:25,65,52
Lunes,11:30,58,41
Lunes,11:35,57,39
Lunes,11:40,57,36
Lunes,11:45,55,37
Lunes,11:50,61,48
Lunes,11:55,60,44
Lunes,12:00,69,48
Lunes,12:05,63,50
Lunes,12:10,64,34
Lunes,12:15,58,39
Lunes,12:20,70,50
Lunes,12:25,66,55
Lunes,12:30,61,54
Lunes,12:35,56,53
Lunes,12:40,80,62
Lunes,12:45,82,65
Lunes,12:50,67,51
Lunes,12:55,68,56
Lunes,13:00,59,57
Lunes,13:05,59,53
Lunes,13:10,59,55
Lunes,13:15,60,55
Lunes,13:20,62,52
Lunes,13:25,69,54
Lunes,13:30,67,49
Lunes,13:35,62,48
Lunes,13:40,69,70
Lunes,13:45,66,68
Lunes,13:50,81,92
Lunes,13:55,83,92
Lunes,14:00,83,80
Lunes,14:05,80,80
Lunes,14:10,93,93
Lunes,14:15,95,101
Lunes,14:20,76,96
Lunes,14:25,83,92
Lunes,14:30,91,85
Lunes,14:35,87,89
Lunes,14:40,95,89
Lunes,14:45,96,92
Lunes,14:50,71,94
Lunes,14:55,78,95
Lunes,15:00,92,77
Lunes,15:05,92,77
Lunes,15:10,95,87
Lunes,15:15,88,83
Lunes,15:20,78,74
Lunes,15:25,76,81
Lunes,15:30,71,61
Lunes,15:35,70,65
Lunes,15:40,56,52
Lunes,15:45,55,48
Lunes,15:50,57,51
Lunes,15:55,56,54
Lunes,16:00,50,41
Lunes,16:05,48,50
Lunes,16:10,37,22
Lunes,16:15,37,23
Lunes,16:20,50,39
Lunes,16:25,51,44
Lunes,16:30,53,38
Lunes,16:35,57,36
Lunes,16:40,55,31
Lunes,16:45,55,34
Lunes,16:50,53,40
Lunes,16:55,58,42
Lunes,17:00,43,42
Lunes,17:05,44,41
Lunes,17:10,53,45
Lunes,17:15,49,44
Lunes,17:20,40,31
Lunes,17:25,36,36
Lunes,17:30,48,34
Lunes,17:35,54,35
Lunes,17:40,56,38
Lunes,17:45,52,36
Lunes,17:50,50,27
Lunes,17:55,53,30
Lunes,18:00,57,35
Lunes,18:05,59,41
Lunes,18:10,48,44
Lunes,18:15,48,44
Lunes,18:20,49,45
Lunes,18:25,50,41
Lunes,18:30,28,35
Lunes,18:35,36,31
Lunes,18:40,47,31
Lunes,18:45,44,33
Lunes,18:50,48,29
Lunes,18:55,51,33
Lunes,19:00,42,21
Lunes,19:05,39,22
Lunes,19:10,41,25
Lunes,19:15,38,25
Lunes,19:20,34,26
Lunes,19:25,33,22
Lunes,19:30,52,21
Lunes,19:35,50,23
Lunes,19:40,43,20
Lunes,19:45,48,21
Lunes,19:50,46,38
Lunes,19:55,48,38
Lunes,20:00,35,24
Lunes,20:05,31,22
Lunes,20:10,29,25
Lunes,20:15,32,25
Lunes,20:20,30,30
Lunes,20:25,26,22
Lunes,20:30,30,27
Lunes,20:35,28,31
Lunes,20:40,29,27
Lunes,20:45,24,28
Lunes,20:50,38,30
Lunes,20:55,38,30
Lunes,21:00,31,23
Lunes,21:05,29,25
Lunes,21:10,23,30
Lunes,21:15,29,27
Lunes,21:20,24,16
Lunes,21:25,27,18
Lunes,21:30,29,18
Lunes,21:35,31,18
Lunes,21:40,18,16
Lunes,21:45,16,26
Lunes,21:50,19,22
Lunes,21:55,21,19
Lunes,22:00,15,7
Lunes,22:05,19,8
Lunes,22:10,20,3
Lunes,22:15,15,8
Lunes,22:20,9,11
Lunes,22:25,14,11
Lunes,22:30,9,6
Lunes,22:35,10,3
Lunes,22:40,17,11
Lunes,22:45,19,14
Lunes,22:50,10,17
Lunes,22:55,7,10
Lunes,23:00,15,12
Lunes,23:05,10,13
Lunes,23:10,4,13
Lunes,23:15,8,6
Lunes,23:20,5,4
Lunes,23:25,4,3
Lunes,23:30,11,14
Lunes,23:35,9,10
Lunes,23:40,11,1
Lunes,23:45,4,1
Lunes,23:50,6,2
Lunes,23:55,3,1
Martes,07:00,41,34
Martes,07:05,45,32
Martes,07:10,44,38
Martes,07:15,39,39
Martes,07:20,69,41
Martes,07:25,67,41
Martes,07:30,76,53
Martes,07:35,75,56
Martes,07:40,92,50
Martes,07:45,92,50
Martes,07:50,88,76
Martes,07:55,91,74
Martes,08:00,106,79
Martes,08:05,104,82
Martes,08:10,93,82
Martes,08:15,93,80
Martes,08:20,96,75
Martes,08:25,94,75
Martes,08:30,94,69
Martes,08:35,96,66
Martes,08:40,97,70
Martes,08:45,98,77
Martes,08:50,92,66
Martes,08:55,88,61
Martes,09:00,85,68
Martes,09:05,85,69
Martes,09:10,106,65
Martes,09:15,102,64
Martes,09:20,105,56
Martes,09:25,102,55
Martes,09:30,72,54
Martes,09:35,81,53
Martes,09:40,81,65
Martes,09:45,83,68
Martes,09:50,59,54
Martes,09:55,51,51
Martes,10:00,54,39
Martes,10:05,59,37
Martes,10:10,52,41
Martes,10:15,50,38
Martes,10:20,53,42
Martes,10:25,63,46
Martes,10:30,62,36
Martes,10:35,59,41
Martes,10:40,57,41
Martes,10:45,59,39
Martes,10:50,53,31
Martes,10:55,54,34
Martes,11:00,51,33
Martes,11:05,50,36
Martes,11:10,58,44
Martes,11:15,57,48
Martes,11:20,66,49
Martes,11:25,63,52
Martes,11:30,45,45
Martes,11:35,53,46
Martes,11:40,51,36
Martes,11:45,53,36
Martes,11:50,61,56
Martes,11:55,65,49
Martes,12:00,63,49
Martes,12:05,67,36
Martes,12:10,60,41
Martes,12:15,56,39
Martes,12:20,68,68
Martes,12:25,68,62
Martes,12:30,68,48
Martes,12:35,68,53
Martes,12:40,77,62
Martes,12:45,81,64
Martes,12:50,69,52
Martes,12:55,62,56
Martes,13:00,66,61
Martes,13:05,60,57
Martes,13:10,65,54
Martes,13:15,63,58
Martes,13:20,68,52
Martes,13:25,67,52
Martes,13:30,66,54
Martes,13:35,65,50
Martes,13:40,62,65
Martes,13:45,63,66
Martes,13:50,84,97
Martes,13:55,84,97
Martes,14:00,90,78
Martes,14:05,86,85
Martes,14:10,98,99
Martes,14:15,97,98
Martes,14:20,86,92
Martes,14:25,81,96
Martes,14:30,92,92
Martes,14:35,87,97
Martes,14:40,98,94
Martes,14:45,96,92
Martes,14:50,71,87
Martes,14:55,73,85
Martes,15:00,85,88
Martes,15:05,90,85
Martes,15:10,99,87
Martes,15:15,105,90
Martes,15:20,78,76
Martes,15:25,76,77
Martes,15:30,73,70
Martes,15:35,71,64
Martes,15:40,52,50
Martes,15:45,59,53
Martes,15:50,57,56
Martes,15:55,55,53
Martes,16:00,53,42
Martes,16:05,53,46
Martes,16:10,38,27
Martes,16:15,37,26
Martes,16:20,49,44
Martes,16:25,47,47
Martes,16:30,57,38
Martes,16:35,56,38
Martes,16:40,50,32
Martes,16:45,46,33
Martes,16:50,55,39
Martes,16:55,57,38
Martes,17:00,48,46
Martes,17:05,50,43
Martes,17:10,50,47
Martes,17:15,52,41
Martes,17:20,47,30
Martes,17:25,43,28
Martes,17:30,52,43
Martes,17:35,53,48
Martes,17:40,54,44
Martes,17:45,58,47
Martes,17:50,51,32
Martes,17:55,54,36
Martes,18:00,51,36
Martes,18:05,56,42
Martes,18:10,47,42
Martes,18:15,44,43
Martes,18:20,48,45
Martes,18:25,46,44
Martes,18:30,36,36
Martes,18:35,37,30
Martes,18:40,40,32
Martes,18:45,38,34
Martes,18:50,42,29
Martes,18:55,43,28
Martes,19:00,34,25
Martes,19:05,41,31
Martes,19:10,37,30
Martes,19:15,37,27
Martes,19:20,35,23
Martes,19:25,40,25
Martes,19:30,60,31
Martes,19:35,61,35
Martes,19:40,41,18
Martes,19:45,51,24
Martes,19:50,53,25
Martes,19:55,47,30
Martes,20:00,33,26
Martes,20:05,33,27
Martes,20:10,37,26
Martes,20:15,36,23
Martes,20:20,30,16
Martes,20:25,23,20
Martes,20:30,33,31
Martes,20:35,37,31
Martes,20:40,30,23
Martes,20:45,29,21
Martes,20:50,39,23
Martes,20:55,35,23
Martes,21:00,36,23
Martes,21:05,34,23
Martes,21:10,27,25
Martes,21:15,23,24
Martes,21:20,20,21
Martes,21:25,25,16
Martes,21:30,27,15
Martes,21:35,27,19
Martes,21:40,16,21
Martes,21:45,18,18
Martes,21:50,26,13
Martes,21:55,24,12
Martes,22:00,17,12
Martes,22:05,15,11
Martes,22:10,14,11
Martes,22:15,11,6
Martes,22:20,13,4
Martes,22:25,11,9
Martes,22:30,11,11
Martes,22:35,13,7
Martes,22:40,13,11
Martes,22:45,17,9
Martes,22:50,11,10
Martes,22:55,15,10
Martes,23:00,10,10
Martes,23:05,8,7
Martes,23:10,4,9
Martes,23:15,4,13
Martes,23:20,8,3
Martes,23:25,4,5
Martes,23:30,7,7
Martes,23:35,9,8
Martes,23:40,12,5
Martes,23:45,7,1
Martes,23:50,3,1
Martes,23:55,4,1
Miércoles,07:00,38,40
Miércoles,07:05,41,39
Miércoles,07:10,37,35
Miércoles,07:15,38,38
Miércoles,07:20,70,40
Miércoles,07:25,73,38
Miércoles,07:30,80,47
Miércoles,07:35,78,43
Miércoles,07:40,84,51
Miércoles,07:45,87,51
Miércoles,07:50,94,79
Miércoles,07:55,103,77
Miércoles,08:00,102,62
Miércoles,08:05,102,76
Miércoles,08:10,96,86
Miércoles,08:15,93,85
Miércoles,08:20,99,70
Miércoles,08:25,98,72
Miércoles,08:30,93,61
Miércoles,08:35,93,62
Miércoles,08:40,100,69
Miércoles,08:45,98,68
Miércoles,08:50,88,63
Miércoles,08:55,83,65
Miércoles,09:00,87,79
Miércoles,09:05,88,81
Miércoles,09:10,99,65
Miércoles,09:15,101,64
Miércoles,09:20,97,59
Miércoles,09:25,96,66
Miércoles,09:30,82,56
Miércoles,09:35,82,52
Miércoles,09:40,83,57
Miércoles,09:45,85,56
Miércoles,09:50,43,52
Miércoles,09:55,46,48
Miércoles,10:00,53,34
Miércoles,10:05,53,32
Miércoles,10:10,52,34
Miércoles,10:15,50,32
Miércoles,10:20,58,42
Miércoles,10:25,55,45
Miércoles,10:30,65,35
Miércoles,10:35,67,37
Miércoles,10:40,57,39
Miércoles,10:45,58,39
Miércoles,10:50,44,30
Miércoles,10:55,43,29
Miércoles,11:00,58,38
Miércoles,11:05,56,36
Miércoles,11:10,58,51
Miércoles,11:15,54,47
Miércoles,11:20,60,56
Miércoles,11:25,68,57
Miércoles,11:30,47,49
Miércoles,11:35,55,46
Miércoles,11:40,58,33
Miércoles,11:45,57,34
Miércoles,11:50,63,50
Miércoles,11:55,61,49
Miércoles,12:00,69,41
Miércoles,12:05,68,55
Miércoles,12:10,60,41
Miércoles,12:15,66,36
Miércoles,12:20,69,66
Miércoles,12:25,68,68
Miércoles,12:30,64,59
Miércoles,12:35,64,50
Miércoles,12:40,77,67
Miércoles,12:45,69,67
Miércoles,12:50,70,66
Miércoles,12:55,73,57
Miércoles,13:00,55,59
Miércoles,13:05,63,59
Miércoles,13:10,61,63
Miércoles,13:15,61,65
Miércoles,13:20,69,59
Miércoles,13:25,69,52
Miércoles,13:30,65,50
Miércoles,13:35,61,51
Miércoles,13:40,68,65
Miércoles,13:45,60,62
Miércoles,13:50,77,100
Miércoles,13:55,76,99
Miércoles,14:00,81,77
Miércoles,14:05,82,76
Miércoles,14:10,92,95
Miércoles,14:15,90,100
Miércoles,14:20,92,81
Miércoles,14:25,92,86
Miércoles,14:30,97,86
Miércoles,14:35,95,92
Miércoles,14:40,91,91
Miércoles,14:45,86,92
Miércoles,14:50,75,93
Miércoles,14:55,75,88
Miércoles,15:00,91,80
Miércoles,15:05,92,82
Miércoles,15:10,106,89
Miércoles,15:15,111,94
Miércoles,15:20,74,82
Miércoles,15:25,82,77
Miércoles,15:30,72,58
Miércoles,15:35,70,55
Miércoles,15:40,61,55
Miércoles,15:45,59,53
Miércoles,15:50,57,46
Miércoles,15:55,52,44
Miércoles,16:00,47,42
Miércoles,16:05,52,43
Miércoles,16:10,34,29
Miércoles,16:15,41,33
Miércoles,16:20,48,37
Miércoles,16:25,48,31
Miércoles,16:30,59,43
Miércoles,16:35,51,42
Miércoles,16:40,40,31
Miércoles,16:45,37,30
Miércoles,16:50,50,44
Miércoles,16:55,48,35
Miércoles,17:00,49,42
Miércoles,17:05,48,42
Miércoles,17:10,50,51
Miércoles,17:15,46,47
Miércoles,17:20,42,34
Miércoles,17:25,43,34
Miércoles,17:30,48,38
Miércoles,17:35,48,33
Miércoles,17:40,56,41
Miércoles,17:45,60,43
Miércoles,17:50,50,35
Miércoles,17:55,52,35
Miércoles,18:00,58,41
Miércoles,18:05,61,40
Miércoles,18:10,45,40
Miércoles,18:15,41,43
Miércoles,18:20,54,50
Miércoles,18:25,51,45
Miércoles,18:30,34,29
Miércoles,18:35,36,27
Miércoles,18:40,38,32
Miércoles,18:45,30,30
Miércoles,18:50,45,17
Miércoles,18:55,44,19
Miércoles,19:00,37,23
Miércoles,19:05,41,24
Miércoles,19:10,37,29
Miércoles,19:15,40,32
Miércoles,19:20,35,18
Miércoles,19:25,37,17
Miércoles,19:30,55,28
Miércoles,19:35,56,32
Miércoles,19:40,46,17
Miércoles,19:45,53,24
Miércoles,19:50,45,34
Miércoles,19:55,40,30
Miércoles,20:00,31,23
Miércoles,20:05,29,24
Miércoles,20:10,36,27
Miércoles,20:15,36,29
Miércoles,20:20,36,27
Miércoles,20:25,31,22
Miércoles,20:30,35,28
Miércoles,20:35,35,24
Miércoles,20:40,22,13
Miércoles,20:45,24,17
Miércoles,20:50,44,19
Miércoles,20:55,38,21
Miércoles,21:00,34,24
Miércoles,21:05,41,21
Miércoles,21:10,25,17
Miércoles,21:15,27,16
Miércoles,21:20,21,20
Miércoles,21:25,18,17
Miércoles,21:30,28,16
Miércoles,21:35,24,23
Miércoles,21:40,17,18
Miércoles,21:45,16,18
Miércoles,21:50,19,11
Miércoles,21:55,28,4
Miércoles,22:00,17,12
Miércoles,22:05,18,10
Miércoles,22:10,9,2
Miércoles,22:15,12,9
Miércoles,22:20,14,5
Miércoles,22:25,14,5
Miércoles,22:30,13,9
Miércoles,22:35,12,13
Miércoles,22:40,23,12
Miércoles,22:45,12,13
Miércoles,22:50,11,10
Miércoles,22:55,13,5
Miércoles,23:00,13,11
Miércoles,23:05,6,10
Miércoles,23:10,6,8
Miércoles,23:15,1,8
Miércoles,23:20,7,6
Miércoles,23:25,8,13
Miércoles,23:30,9,7
Miércoles,23:35,4,6
Miércoles,23:40,8,4
Miércoles,23:45,5,5
Miércoles,23:50,1,1
Miércoles,23:55,1,6
Jueves,07:00,48,34
Jueves,07:05,51,29
Jueves,07:10,40,44
Jueves,07:15,38,45
Jueves,07:20,71,40
Jueves,07:25,74,43
Jueves,07:30,71,54
Jueves,07:35,74,53
Jueves,07:40,91,51
Jueves,07:45,84,54
Jueves,07:50,92,70
Jueves,07:55,92,65
Jueves,08:00,110,78
Jueves,08:05,113,75
Jueves,08:10,99,82
Jueves,08:15,96,84
Jueves,08:20,110,69
Jueves,08:25,107,75
Jueves,08:30,93,61
Jueves,08:35,98,60
Jueves,08:40,98,73
Jueves,08:45,101,70
Jueves,08:50,87,62
Jueves,08:55,84,64
Jueves,09:00,86,76
Jueves,09:05,89,77
Jueves,09:10,103,66
Jueves,09:15,102,63
Jueves,09:20,99,63
Jueves,09:25,103,58
Jueves,09:30,85,59
Jueves,09:35,81,53
Jueves,09:40,74,55
Jueves,09:45,78,55
Jueves,09:50,51,45
Jueves,09:55,57,47
Jueves,10:00,48,28
Jueves,10:05,50,35
Jueves,10:10,51,39
Jueves,10:15,52,33
Jueves,10:20,60,47
Jueves,10:25,61,46
Jueves,10:30,62,42
Jueves,10:35,64,43
Jueves,10:40,48,40
Jueves,10:45,52,42
Jueves,10:50,46,30
Jueves,10:55,46,32
Jueves,11:00,55,33
Jueves,11:05,49,33
Jueves,11:10,63,44
Jueves,11:15,56,42
Jueves,11:20,62,42
Jueves,11:25,65,48
Jueves,11:30,49,37
Jueves,11:35,52,34
Jueves,11:40,59,36
Jueves,11:45,60,40
Jueves,11:50,62,45
Jueves,11:55,66,45
Jueves,12:00,67,48
Jueves,12:05,68,51
Jueves,12:10,55,37
Jueves,12:15,55,39
Jueves,12:20,67,61
Jueves,12:25,71,56
Jueves,12:30,63,49
Jueves,12:35,60,58
Jueves,12:40,73,62
Jueves,12:45,81,67
Jueves,12:50,67,59
Jueves,12:55,62,57
Jueves,13:00,60,57
Jueves,13:05,58,59
Jueves,13:10,69,63
Jueves,13:15,66,62
Jueves,13:20,70,66
Jueves,13:25,69,62
Jueves,13:30,62,54
Jueves,13:35,65,52
Jueves,13:40,63,67
Jueves,13:45,64,64
Jueves,13:50,74,93
Jueves,13:55,76,96
Jueves,14:00,84,75
Jueves,14:05,83,73
Jueves,14:10,94,94
Jueves,14:15,94,89
Jueves,14:20,83,96
Jueves,14:25,80,89
Jueves,14:30,98,93
Jueves,14:35,101,88
Jueves,14:40,100,87
Jueves,14:45,96,95
Jueves,14:50,68,83
Jueves,14:55,72,84
Jueves,15:00,96,88
Jueves,15:05,93,88
Jueves,15:10,95,88
Jueves,15:15,104,92
Jueves,15:20,84,76
Jueves,15:25,77,77
Jueves,15:30,73,67
Jueves,15:35,72,63
Jueves,15:40,53,50
Jueves,15:45,51,53
Jueves,15:50,53,46
Jueves,15:55,52,47
Jueves,16:00,49,37
Jueves,16:05,50,37
Jueves,16:10,38,23
Jueves,16:15,37,16
Jueves,16:20,48,42
Jueves,16:25,45,39
Jueves,16:30,59,38
Jueves,16:35,63,37
Jueves,16:40,47,33
Jueves,16:45,49,31
Jueves,16:50,52,43
Jueves,16:55,53,46
Jueves,17:00,46,36
Jueves,17:05,49,40
Jueves,17:10,50,53
Jueves,17:15,53,54
Jueves,17:20,40,31
Jueves,17:25,38,27
Jueves,17:30,48,41
Jueves,17:35,45,41
Jueves,17:40,58,48
Jueves,17:45,62,49
Jueves,17:50,55,36
Jueves,17:55,54,35
Jueves,18:00,55,38
Jueves,18:05,54,32
Jueves,18:10,50,44
Jueves,18:15,52,40
Jueves,18:20,60,44
Jueves,18:25,61,46
Jueves,18:30,40,29
Jueves,18:35,39,28
Jueves,18:40,42,26
Jueves,18:45,40,26
Jueves,18:50,44,26
Jueves,18:55,39,21
Jueves,19:00,38,20
Jueves,19:05,46,19
Jueves,19:10,35,25
Jueves,19:15,33,29
Jueves,19:20,36,27
Jueves,19:25,36,26
Jueves,19:30,51,31
Jueves,19:35,59,34
Jueves,19:40,41,18
Jueves,19:45,38,13
Jueves,19:50,53,29
Jueves,19:55,54,27
Jueves,20:00,27,17
Jueves,20:05,32,16
Jueves,20:10,43,16
Jueves,20:15,44,16
Jueves,20:20,31,19
Jueves,20:25,30,26
Jueves,20:30,40,29
Jueves,20:35,44,26
Jueves,20:40,31,27
Jueves,20:45,30,27
Jueves,20:50,27,24
Jueves,20:55,34,26
Jueves,21:00,31,20
Jueves,21:05,31,15
Jueves,21:10,24,24
Jueves,21:15,27,17
Jueves,21:20,18,13
Jueves,21:25,16,9
Jueves,21:30,33,21
Jueves,21:35,31,18
Jueves,21:40,21,26
Jueves,21:45,19,23
Jueves,21:50,20,14
Jueves,21:55,22,20
Jueves,22:00,10,6
Jueves,22:05,13,4
Jueves,22:10,14,13
Jueves,22:15,18,9
Jueves,22:20,10,6
Jueves,22:25,7,9
Jueves,22:30,6,11
Jueves,22:35,8,11
Jueves,22:40,4,6
Jueves,22:45,6,6
Jueves,22:50,15,13
Jueves,22:55,14,5
Jueves,23:00,12,5
Jueves,23:05,12,9
Jueves,23:10,10,7
Jueves,23:15,6,6
Jueves,23:20,7,16
Jueves,23:25,4,14
Jueves,23:30,6,1
Jueves,23:35,7,1
Jueves,23:40,15,8
Jueves,23:45,8,7
Jueves,23:50,1,8
Jueves,23:55,2,1
Viernes,07:00,44,38
Viernes,07:05,47,33
Viernes,07:10,50,40
Viernes,07:15,48,44
Viernes,07:20,70,39
Viernes,07:25,67,43
Viernes,07:30,72,50
Viernes,07:35,72,51
Viernes,07:40,86,48
Viernes,07:45,88,51
Viernes,07:50,96,68
Viernes,07:55,95,65
Viernes,08:00,112,72
Viernes,08:05,109,76
Viernes,08:10,86,76
Viernes,08:15,86,84
Viernes,08:20,106,71
Viernes,08:25,103,71
Viernes,08:30,87,56
Viernes,08:35,93,62
Viernes,08:40,93,75
Viernes,08:45,96,76
Viernes,08:50,83,65
Viernes,08:55,81,66
Viernes,09:00,91,76
Viernes,09:05,91,70
Viernes,09:10,106,61
Viernes,09:15,105,61
Viernes,09:20,100,52
Viernes,09:25,105,58
Viernes,09:30,84,48
Viernes,09:35,83,50
Viernes,09:40,75,60
Viernes,09:45,74,69
Viernes,09:50,57,53
Viernes,09:55,56,49
Viernes,10:00,52,31
Viernes,10:05,48,27
Viernes,10:10,55,49
Viernes,10:15,59,50
Viernes,10:20,61,42
Viernes,10:25,60,44
Viernes,10:30,56,41
Viernes,10:35,60,36
Viernes,10:40,55,38
Viernes,10:45,52,46
Viernes,10:50,45,29
Viernes,10:55,45,29
Viernes,11:00,64,37
Viernes,11:05,62,41
Viernes,11:10,60,39
Viernes,11:15,57,41
Viernes,11:20,73,51
Viernes,11:25,69,50
Viernes,11:30,50,48
Viernes,11:35,48,49
Viernes,11:40,55,34
Viernes,11:45,61,40
Viernes,11:50,53,48
Viernes,11:55,57,52
Viernes,12:00,54,42
Viernes,12:05,58,42
Viernes,12:10,57,45
Viernes,12:15,57,41
Viernes,12:20,74,61
Viernes,12:25,74,64
Viernes,12:30,63,48
Viernes,12:35,66,47
Viernes,12:40,71,67
Viernes,12:45,76,65
Viernes,12:50,65,56
Viernes,12:55,69,61
Viernes,13:00,62,56
Viernes,13:05,57,60
Viernes,13:10,71,53
Viernes,13:15,67,52
Viernes,13:20,65,61
Viernes,13:25,68,63
Viernes,13:30,64,60
Viernes,13:35,63,61
Viernes,13:40,69,67
Viernes,13:45,66,63
Viernes,13:50,86,96
Viernes,13:55,78,106
Viernes,14:00,82,74
Viernes,14:05,80,74
Viernes,14:10,92,98
Viernes,14:15,92,101
Viernes,14:20,87,89
Viernes,14:25,87,87
Viernes,14:30,88,92
Viernes,14:35,93,96
Viernes,14:40,94,86
Viernes,14:45,93,92
Viernes,14:50,62,91
Viernes,14:55,66,90
Viernes,15:00,84,94
Viernes,15:05,91,90
Viernes,15:10,94,91
Viernes,15:15,100,91
Viernes,15:20,75,70
Viernes,15:25,69,68
Viernes,15:30,70,65
Viernes,15:35,64,66
Viernes,15:40,62,53
Viernes,15:45,63,53
Viernes,15:50,57,51
Viernes,15:55,58,53
Viernes,16:00,44,42
Viernes,16:05,49,46
Viernes,16:10,32,26
Viernes,16:15,32,24
Viernes,16:20,53,45
Viernes,16:25,46,46
Viernes,16:30,56,44
Viernes,16:35,56,44
Viernes,16:40,57,33
Viernes,16:45,53,35
Viernes,16:50,59,38
Viernes,16:55,55,38
Viernes,17:00,45,40
Viernes,17:05,44,39
Viernes,17:10,44,47
Viernes,17:15,48,49
Viernes,17:20,41,29
Viernes,17:25,44,24
Viernes,17:30,44,38
Viernes,17:35,42,40
Viernes,17:40,54,47
Viernes,17:45,54,43
Viernes,17:50,44,35
Viernes,17:55,44,33
Viernes,18:00,57,40
Viernes,18:05,63,32
Viernes,18:10,49,40
Viernes,18:15,49,44
Viernes,18:20,52,36
Viernes,18:25,44,42
Viernes,18:30,43,26
Viernes,18:35,40,25
Viernes,18:40,47,29
Viernes,18:45,42,33
Viernes,18:50,44,31
Viernes,18:55,42,29
Viernes,19:00,41,19
Viernes,19:05,43,16
Viernes,19:10,35,30
Viernes,19:15,32,25
Viernes,19:20,30,17
Viernes,19:25,28,20
Viernes,19:30,59,24
Viernes,19:35,57,23
Viernes,19:40,48,24
Viernes,19:45,44,26
Viernes,19:50,44,26
Viernes,19:55,48,27
Viernes,20:00,29,26
Viernes,20:05,27,26
Viernes,20:10,33,21
Viernes,20:15,41,20
Viernes,20:20,34,22
Viernes,20:25,32,26
Viernes,20:30,38,21
Viernes,20:35,36,23
Viernes,20:40,19,27
Viernes,20:45,22,21
Viernes,20:50,46,23
Viernes,20:55,41,26
Viernes,21:00,30,26
Viernes,21:05,32,30
Viernes,21:10,32,14
Viernes,21:15,30,13
Viernes,21:20,27,4
Viernes,21:25,34,6
Viernes,21:30,26,22
Viernes,21:35,31,28
Viernes,21:40,19,25
Viernes,21:45,23,22
Viernes,21:50,18,29
Viernes,21:55,20,26
Viernes,22:00,14,14
Viernes,22:05,17,10
Viernes,22:10,14,10
Viernes,22:15,9,10
Viernes,22:20,17,16
Viernes,22:25,17,22
Viernes,22:30,13,1
Viernes,22:35,17,4
Viernes,22:40,18,12
Viernes,22:45,11,11
Viernes,22:50,18,12
Viernes,22:55,7,9
Viernes,23:00,16,11
Viernes,23:05,15,9
Viernes,23:10,5,14
Viernes,23:15,8,11
Viernes,23:20,11,10
Viernes,23:25,4,11
Viernes,23:30,1,9
Viernes,23:35,2,11
Viernes,23:40,3,3
Viernes,23:45,2,1
Viernes,23:50,2,1
